AFNOR;SANDRE;DENOMINATION;CL1;CL2;CL3;CL4;CL5;CL6;CL7;Val.Ind.;Origine
PRSK;32367;Psammothidium rosenstockii (Lange-Bertalot) Lange-Bertalot                                                                                ;0;0;0;0,13334;0,55589;0,31076;0;1,095835884;L-P
PRST;8394;Planothidium rostratum (Østrup) Lange-Bertalot                                                                                            ;0,00017;0,00149;0,02649;0,26516;0,48219;0,22342;0,00108;0,993945455;L-P
PRUP;8355;Pinnularia rupestris Hantzsch in Rabenhorst var, rupestris                                                                                ;0;0,0062;0,03811;0,13601;0,17199;0,40795;0,23975;0,853533571;L-P
PSAC;17762;Psammothidium sacculum (Carter) L, Bukhtiyarova in Bukhtiyarova & Round                                                                                         ;0,00101;0;0,06719;0,47159;0,4271;0,0254;0,00771;1,077483235;L-P
PSAP;17741;Pinnularia saprophila Lange-Bertalot Kobayasi et Krammer                                                                                  ;0,05846;0,12636;0,67365;0,14153;0;0;0;1,185536173;L-P
PSAT;32196;Psammothidium subatomoides (Hustedt) Bukhtiyarova et Round                                                                                ;0;0,00145;0,00207;0,06133;0,16114;0,58266;0,19135;1,071610824;L-P
PSBR;6751;Pseudostaurosira brevistriata (Grun,in Van Heurck) Williams et Round var, brevistriata                                                    ;0,00145;0,00406;0,02726;0,28249;0,48124;0,2013;0,00219;0,992749111;L-P
PSCA;17773;Pinnularia subcapitata Gregory var, subcapitata                                                                                           ;0;0,00865;0,02628;0,02812;0,12332;0,4492;0,36444;0,990668168;L-P
PSCI;32677;Pleurosigma sciotoense Sullivan et Wormley                                                                                                ;0,00005;0,00007;0,00502;0,10408;0,72187;0,16828;0,00063;1,263539914;T-Cor
PSCT;17752;Psammothidium scoticum (Flower et Jones) Bukhtiyarova et Round                                                                            ;0;0;0,00854;0;0,02828;0,00498;0,9582;1,601926955;L-P
PSEL;8368;Pinnularia subcapitata var, elongata Krammer                                                                                              ;0;0,00839;0,00107;0,0141;0,01264;0,31529;0,64851;1,217994423;L-P
PSGI;8371;Pinnularia subgibba Krammer var, subgibba                                                                                                 ;0;0,02183;0,16054;0,16497;0,18947;0,21201;0,25118;0,669381277;L-P
PSHI;8369;Pinnularia subcapitata var, hilseana (Janisch) O,Müller                                                                                   ;0;0,00865;0,02628;0,02812;0,12332;0,4492;0,36444;0,990668168;T-Cor
PSHM;43254;Pantocsekiella schumannii (Grunow in Schneider) K,T, Kiss et Ács                                                                          ;0;0;0,03375;0,53176;0,43449;0;0;1,160179763;T-Cor
PSHO;17825;Pinnularia schoenfelderi Krammer                                                                                                          ;0;0;0,02653;0,27328;0,55743;0,12367;0,01908;1,065882853;L-P
PSHS;43255;Pinnularia soehrensis var, septentrionalis (Hustedt) Cleve-Euler                                                                          ;0;0;0;0,0844;0,45193;0,32998;0,13369;0,969450585;T-Cor
PSIL;8358;Pinnularia silvatica Petersen                                                                                                             ;0;0;0;0,00167;0;0,19284;0,80549;1,394480275;L-P
PSIN;17829;Pinnularia sinistra Krammer var, sinistra                                                                                                 ;0;0;0,08933;0,19706;0,25705;0,29668;0,15988;0,749468305;L-P
PSLO;17803;Pinnularia stauroptera var, longa Cleve-Euler                                                                                             ;0;0,01458;0,07839;0,17499;0,3378;0,35398;0,04026;0,862497859;T-Cor
PSMI;8366;Pinnularia streptoraphe var, minor (Cleve) Cleve                                                                                          ;0;0;0,02087;0,09867;0,43765;0,35944;0,08338;0,969007441;T-Cor
PSOI;30019;Pinnularia soehrensis var, inflata Petersen                                                                                               ;0;0;0,02023;0;0,00047;0,01179;0,96751;1,61621846;T-Cor
PSOM;28244;Pinnularia soehrensis var, muscicola (Petersen) Petersen                                                                                  ;0;0;0,49919;0,27575;0,14896;0,04476;0,03135;0,989160655;T-Cor
PSOR;8359;Pinnularia soehrensis (Krasske) Petersen var, soehrensis                                                                                  ;0;0;0;0,0844;0,45193;0,32998;0,13369;0,969450585;T-Cor
PSPV;8360;Pinnularia stauroptera var, parva (Grunow) Brun                                                                                           ;0;0,01458;0,07839;0,17499;0,3378;0,35398;0,04026;0,862497859;T-Cor
PSRE;17849;Psammothidium rechtense (Leclercq) Lange-Bertalot                                                                                         ;0;0;0;0,00905;0,09299;0,69965;0,19831;1,237876641;L-P
PSSB;17876;Pseudostaurosira subsalina (Hustedt) Morales                                                                                              ;0;0;0,07274;0,5155;0,2361;0,17118;0,00448;0,998105503;T-Cor
PSSE;17878;Pseudostaurosira elliptica (Schumann) Edlund, Morales et Spaulding                                                                        ;0,00039;0,0287;0,59534;0,24034;0,12567;0,00867;0,00089;1,103294868;T-Cor
PSTA;30900;Pinnularia stauroptera (Grunow) Rabenhorst var, stauroptera                                                                               ;0;0,01458;0,07839;0,17499;0,3378;0,35398;0,04026;0,862497859;T-Cor
PSTZ;17863;Psammothidium strenzkei (Hustedt) Bukhtiyarova et Round                                                                                   ;0;0;0;0,00443;0,01428;0,00595;0,97534;1,628215877;T-Cor
PSUL;4824;Paralia sulcata (Ehrenberg) Cleve var, sulcata                                                                                            ;0;0,49315;0,49448;0,01237;0;0;0;1,178990561;L-P
PSXO;44397;Platessa saxonica (Krasske ex Hustedt) C,E, Wetzel, Lange-Bertalot & Ector                                                                ;0,00001;0,00165;0,00238;0,02368;0,12258;0,34576;0,50394;1,04771735;T-Cor
PTCO;8395;Platessa conspicua (A,Mayer) Lange-Bertalot                                                                                               ;0,00095;0,0085;0,03608;0,18834;0,59907;0,16587;0,00119;1,095668465;L-P
PTCP;32282;Planothidium conspicuum (A,Mayer) E,A, Morales                                                                                            ;0,00095;0,0085;0,03608;0,18834;0,59907;0,16587;0,00119;1,095668465;T-Cor
PTDE;17928;Planothidium delicatulum (Kütz,) Round et Bukhtiyarova                                                                                    ;0,00064;0,1203;0,3317;0,38469;0,15723;0,00545;0;0,898903576;L-P
PTDU;17930;Planothidium dubium (Grunow) Round et Bukhtiyarova                                                                                        ;0;0;0,00207;0,08147;0,35147;0,41331;0,15168;0,946013864;L-P
PTEL;17931;Planothidium ellipticum Cl,)Round et Bukhtiyarova                                                                                         ;0,03408;0,11888;0,3079;0,41953;0,08311;0,03647;0,00003;0,893571568;L-P
PTHA;17902;Planothidium hauckianum (Grunow) Round et Bukhtiyarova var, hauckianum                                                                    ;0,00241;0,01337;0,11235;0,68818;0,15735;0,02618;0,00015;1,207905611;L-P
PTHM;32825;Pleurosira thermalis Meneghini                                                                                                            ;0;0,70034;0,16627;0,13255;0,00084;0;0;1,23572604;T-Cor
PTJU;17935;Pinnularia tirolensis var, julma Krammer                                                                                                  ;0;0,02183;0,16054;0,16497;0,18947;0,21201;0,25118;0,669381277;T-Cor
PTLA;17937;Planothidium lanceolatum (Brébisson ex Kützing) Lange-Bertalot var, lanceolatum                                                           ;0,00391;0,03418;0,11119;0,20825;0,38276;0,24807;0,01165;0,836563684;L-P
PTLC;43686;Planothidium lanceolatum (Brébisson in Kützing) Bukhtiyarova                                                                              ;0,00391;0,03418;0,11119;0,20825;0,38276;0,24807;0,01165;0,836563684;T-Cor
PTLE;32636;Planothidium lanceolatum var, elliptica (Cleve) Bukhtiyarova                                                                              ;0,03408;0,11888;0,3079;0,41953;0,08311;0,03647;0,00003;0,893571568;T-Cor
PTLT;17938;Planothidium lanceolatum f, anormale                                                                                                      ;0,84623;0,11048;0,02177;0,01822;0,00319;0,0001;0,00001;1,435805882;T-Cor
PTMO;17907;Platessa montana (Krasske) Lange-Bertalot var, montana                                                                                    ;0;0,07775;0,40486;0,32671;0,19068;0;0;0,927193543;T-Cor
PTOE;17912;Planothidium œstrupii Cleve-Euler)Round et Bukhtiyarova                                                                                   ;0;0;0;0,1031;0,09628;0,80062;0;1,369648309;L-P
PTPE;17944;Planothidium peragalloi (Brun et Héribaud)Round et Bukhtiyarova var, peragalloi                                                           ;0;0;0,00839;0,08818;0,35376;0,41822;0,13145;0,947997918;L-P
PTPU;38646;Praestephanos triporus (Genkal et G,V, Kuzmin)Tuji et J,-S, Ki                                                                            ;0,01144;0,00397;0,05082;0,73051;0,19142;0,01184;0;1,277802068;T-Cor
PTRO;19509;Planothidium rostratum (Østrup) Round et Bukhtiyarova                                                                                     ;0,00017;0,00149;0,02649;0,26516;0,48219;0,22342;0,00108;0,993945455;T-Cor
